Column,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,JobTitle,CleanedCity
19582,4440.0,HONOLULU,HI,96825,339920,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-01,"Sporting and Athletic Goods Manufacturing",HONOLULU
19583,4439.0,KAPAA,HI,96746,541990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,"Central Pacific Bank",HI-02,"All Other Professional, Scientific, and Technical Services",KAPAA
19584,4437.5,"PEARL CITY",HI,96782,561730,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"First Hawaiian Bank",HI-01,"Landscaping Services","PEARL CITY"
19585,4436.0,HONOLULU,HI,96816,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,1.0,04/29/2020,"First Hawaiian Bank",HI-01,"Religious Organizations",HONOLULU
19586,4435.0,HONOLULU,HI,96814,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,3.0,05/20/2020,"Bank of Hawaii",HI-01,"Religious Organizations",HONOLULU
19587,4432.46,HILO,HI,96720,722513,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"Celtic Bank Corporation",HI-02,"Limited-Service Restaurants",HILO
19588,4431.0,KAPOLEI,HI,96707,524210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,07/28/2020,"Kabbage, Inc.",HI-02,"Insurance Agencies and Brokerages",KAPOLEI
19589,4430.0,HALEIWA,HI,96712,236118,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,"Bank of Hawaii",HI-02,"Residential Remodelers",HALEIWA
19590,4425.0,HONOLULU,HI,96815,812112,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Central Pacific Bank",HI-01,"Beauty Salons",HONOLULU
19591,4425.0,WAILUKU,HI,96793,561720,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"Bank of Hawaii",HI-02,"Janitorial Services",WAILUKU
19592,4411.65,"LANAI CITY",HI,96763,812112,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Central Pacific Bank",HI-02,"Beauty Salons","LANAI CITY"
19593,4411.0,HOLUALOA,HI,96725,541922,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,06/04/2020,"Central Pacific Bank",HI-02,"Commercial Photography",HOLUALOA
19594,4402.5,MILILANI,HI,96789,711510,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"First Hawaiian Bank",HI-01,"Independent Artists, Writers, and Performers",MILILANI
19595,4402.0,HILO,HI,96720,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,04/28/2020,"CU Hawaii FCU",HI-02,"Beauty Salons",HILO
19596,4402.0,WAIKOLOA,HI,96738,711510,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"Hawaii First FCU",HI-02,"Independent Artists, Writers, and Performers",WAIKOLOA
19597,4400.0,HONOLULU,HI,96817,611710,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"Central Pacific Bank",HI-01,"Educational Support Services",HONOLULU
19598,4400.0,HONOLULU,HI,96826,561740,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/21/2020,"Central Pacific Bank",HI-01,"Carpet and Upholstery Cleaning Services",HONOLULU
19599,4400.0,HONOLULU,HI,96825,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/21/2020,"Central Pacific Bank",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
19600,4400.0,"PEARL CITY",HI,96782,238310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,"Central Pacific Bank",HI-01,"Drywall and Insulation Contractors","PEARL CITY"
19601,4400.0,"PEARL CITY",HI,96782,445120,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/22/2020,"Central Pacific Bank",HI-01,"Convenience Stores","PEARL CITY"
19602,4400.0,WAILUKU,HI,96793,722513,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-02,"Limited-Service Restaurants",WAILUKU
19603,4400.0,HONOLULU,HI,96814,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,"Central Pacific Bank",HI-01,"Beauty Salons",HONOLULU
19604,4400.0,HONOLULU,HI,96822,812990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,"Central Pacific Bank",HI-01,"All Other Personal Services",HONOLULU
19605,4400.0,HILO,HI,96720,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,"Central Pacific Bank",HI-02,"Beauty Salons",HILO
19606,4400.0,HONOLULU,HI,96825,711130,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-01,"Musical Groups and Artists",HONOLULU
19607,4400.0,HONOLULU,HI,96816,711510,"Independent Contractors",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-01,"Independent Artists, Writers, and Performers",HONOLULU
19608,4400.0,KIHEI,HI,96753,531390,Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,"Kabbage, Inc.",HI-02,"Other Activities Related to Real Estate",KIHEI
19609,4400.0,WAIPAHU,HI,96797,811121,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,"Central Pacific Bank",HI-01,"Automotive Body, Paint, and Interior Repair and Maintenance",WAIPAHU
19610,4400.0,KULA,HI,96790,541410,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,"American Savings Bank, FSB",HI-02,"Interior Design Services",KULA
19611,4400.0,WAILUKU,HI,96793,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/10/2020,"Central Pacific Bank",HI-02,"Offices of Real Estate Agents and Brokers",WAILUKU
19612,4400.0,HONOLULU,HI,96826,561720,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"First Hawaiian Bank",HI-01,"Janitorial Services",HONOLULU
19613,4400.0,HONOLULU,HI,96814,541910,Corporation,Asian,"Male Owned",Non-Veteran,,3.0,05/11/2020,"Hawaii National Bank",HI-01,"Marketing Research and Public Opinion Polling",HONOLULU
19614,4400.0,HONOLULU,HI,96813,236115,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Central Pacific Bank",HI-01,"New Single-Family Housing Construction (except For-Sale Builders)",HONOLULU
19615,4400.0,HONOLULU,HI,96813,812112,"Sole Proprietorship",White,"Female Owned",Non-Veteran,,1.0,05/12/2020,"Hawaii National Bank",HI-01,"Beauty Salons",HONOLULU
19616,4400.0,HONOLULU,HI,96813,541219,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,"American Savings Bank, FSB",HI-01,"Other Accounting Services",HONOLULU
19617,4400.0,HONOLULU,HI,96817,561510,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB",HI-01,"Travel Agencies",HONOLULU
19618,4400.0,HONOLULU,HI,96815,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,"American Savings Bank, FSB",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
19619,4400.0,HONOLULU,HI,96814,531390,"Limited  Liability Company(LLC)",Asian,"Female Owned",Non-Veteran,,1.0,04/28/2020,"Ohana Pacific Bank",HI-01,"Other Activities Related to Real Estate",HONOLULU
19620,4400.0,HONOLULU,HI,96821,621310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/08/2020,"Central Pacific Bank",HI-01,"Offices of Chiropractors",HONOLULU
19621,4400.0,KAILUA,HI,96734,611610,"Limited  Liability Company(LLC)","American Indian or Alaska Native","Female Owned",Non-Veteran,,6.0,04/08/2020,"Central Pacific Bank",HI-02,"Fine Arts Schools",KAILUA
19622,4400.0,WAIANAE,HI,96792,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB",HI-02,"Offices of Real Estate Agents and Brokers",WAIANAE
19623,4400.0,"PEARL CITY",HI,96782,811111,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Central Pacific Bank",HI-01,"General Automotive Repair","PEARL CITY"
19624,4400.0,HONOLULU,HI,96814,621340,"Limited  Liability Company(LLC)",Asian,"Male Owned",Non-Veteran,,1.0,04/15/2020,"Central Pacific Bank",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",HONOLULU
19625,4400.0,HONOLULU,HI,96819,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,1.0,04/09/2020,"Central Pacific Bank",HI-01,"Religious Organizations",HONOLULU
19626,4400.0,HILO,HI,96720,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,1.0,04/28/2020,"American Savings Bank, FSB",HI-02,"Religious Organizations",HILO
19627,4400.0,HONOLULU,HI,96822,621399,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,"American Savings Bank, FSB",HI-01,"Offices of All Other Miscellaneous Health Practitioners",HONOLULU
19628,4400.0,HONOLULU,HI,96822,485999,"Independent Contractors",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Central Pacific Bank",HI-01,"All Other Transit and Ground Passenger Transportation",HONOLULU
19629,4397.0,WAILUKU,HI,96793,611620,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,"Central Pacific Bank",HI-02,"Sports and Recreation Instruction",WAILUKU
19630,4396.18,MAKAWAO,HI,96768,711510,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"Celtic Bank Corporation",HI-02,"Independent Artists, Writers, and Performers",MAKAWAO
19631,4392.0,WAILUKU,HI,96793,541219,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/13/2020,WebBank,HI-02,"Other Accounting Services",WAILUKU
19632,4390.0,"EWA BEACH",HI,96706,484110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,"Bank of Hawaii",HI-01,"General Freight Trucking, Local","EWA BEACH"
19633,4387.0,WAIMEA,HI,96796,448140,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"Bank of Hawaii",HI-02,"Family Clothing Stores",WAIMEA
19634,4386.0,PRINCEVILLE,HI,96722,999990,Partnership,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"First Hawaiian Bank",HI-02,,PRINCEVILLE
19635,4381.88,"KAILUA KONA",HI,96745,485310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/31/2020,"Celtic Bank Corporation",HI-02,"Taxi Service","KAILUA KONA"
19636,4378.0,HONOLULU,HI,96814,,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Cross River Bank",HI-01,,HONOLULU
19637,4377.5,LAHAINA,HI,96761,812990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,5.0,05/02/2020,"First Hawaiian Bank",HI-02,"All Other Personal Services",LAHAINA
19638,4375.0,HILO,HI,96720,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Bank of Hawaii",HI-02,"Offices of Real Estate Agents and Brokers",HILO
19639,4370.0,KILAUEA,HI,96754,812990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/04/2020,"First Hawaiian Bank",HI-02,"All Other Personal Services",KILAUEA
19640,4369.0,PAHOA,HI,96778,541219,"Independent Contractors",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Kabbage, Inc.",HI-02,"Other Accounting Services",PAHOA
19641,4367.0,AIEA,HI,96701,611620,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,500.0,05/07/2020,"First Hawaiian Bank",HI-01,"Sports and Recreation Instruction",AIEA
19642,4366.0,HILO,HI,96720,334220,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,06/25/2020,"Kabbage, Inc.",HI-02,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",HILO
19643,4365.0,HONOLULU,HI,96819,453110,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Bank of Hawaii",HI-01,Florists,HONOLULU
19644,4365.0,HOOLEHUA,HI,96729,541219,"Independent Contractors",Unanswered,Unanswered,Unanswered,,1.0,06/13/2020,"Kabbage, Inc.",HI-02,"Other Accounting Services",HOOLEHUA
19645,4364.0,HONOLULU,HI,96830,621910,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,05/27/2020,"Kabbage, Inc.",HI-01,"Ambulance Services",HONOLULU
19646,4362.0,HILO,HI,96720,445299,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,"Bank of Hawaii",HI-02,"All Other Specialty Food Stores",HILO
19647,4362.0,HONOLULU,HI,96817,531390,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"Central Pacific Bank",HI-01,"Other Activities Related to Real Estate",HONOLULU
19648,4360.0,KAILUA-KONA,HI,96740,812910,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,07/30/2020,"Fundbox, Inc.",HI-02,"Pet Care (except Veterinary) Services","KAILUA KONA"
19649,4357.0,HONOLULU,HI,96817,519120,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"Cross River Bank",HI-01,"Libraries and Archives",HONOLULU
19650,4355.0,HONOLULU,HI,96826,541219,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/08/2020,"Bank of Hawaii",HI-01,"Other Accounting Services",HONOLULU
19651,4354.0,KANEOHE,HI,96744,813110,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,"Central Pacific Bank",HI-02,"Religious Organizations",KANEOHE
19652,4354.0,HONOLULU,HI,96825,711130,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,08/03/2020,"Kabbage, Inc.",HI-01,"Musical Groups and Artists",HONOLULU
19653,4347.0,HONOLULU,HI,96815,621420,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Bank of Hawaii",HI-01,"Outpatient Mental Health and Substance Abuse Centers",HONOLULU
19654,4345.0,KAPAA,HI,96746,531210,"Independent Contractors",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Bank of Hawaii",HI-02,"Offices of Real Estate Agents and Brokers",KAPAA
19655,4342.0,WAILUKU,HI,96793,453998,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,06/24/2020,WebBank,HI-02,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",WAILUKU
19656,4341.65,KIHEI,HI,96753,621399,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/11/2020,"Celtic Bank Corporation",HI-02,"Offices of All Other Miscellaneous Health Practitioners",KIHEI
19657,4340.0,HONOLULU,HI,96822,621340,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,"Central Pacific Bank",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",HONOLULU
19658,4340.0,KANEOHE,HI,96744,722515,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,06/29/2020,"HawaiiUSA FCU",HI-02,"Snack and Nonalcoholic Beverage Bars",KANEOHE
19659,4339.0,LIHUE,HI,96766,541410,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,05/04/2020,"Bank of Hawaii",HI-02,"Interior Design Services",LIHUE
19660,4332.5,HONOKAA,HI,96727,541990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,07/15/2020,"Hawaii Community FCU",HI-02,"All Other Professional, Scientific, and Technical Services",HONOKAA
19661,4330.0,KANEOHE,HI,96744,485310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,"Central Pacific Bank",HI-02,"Taxi Service",KANEOHE
19662,4326.04,WAIKOLOA,HI,96738,561720,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,15.0,05/19/2020,"First Hawaiian Bank",HI-02,"Janitorial Services",WAIKOLOA
19663,4325.0,HONOLULU,HI,96815,448150,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,"Bank of Hawaii",HI-01,"Clothing Accessories Stores",HONOLULU
19664,4323.32,KANEOHE,HI,96744,524114,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,07/15/2020,"Prestamos CDFI, LLC",HI-02,"Direct Health and Medical Insurance Carriers",KANEOHE
19665,4322.0,WAILUKU,HI,96793,812990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,5.0,05/02/2020,"First Hawaiian Bank",HI-02,"All Other Personal Services",WAILUKU
19666,4322.0,AIEA,HI,96701,561740,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Bank of Hawaii",HI-01,"Carpet and Upholstery Cleaning Services",AIEA
19667,4312.0,HONOLULU,HI,96816,711510,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,08/06/2020,"Kabbage, Inc.",HI-01,"Independent Artists, Writers, and Performers",HONOLULU
19668,4312.0,HONOLULU,HI,96814,424910,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,06/18/2020,"Intuit Financing Inc.",HI-01,"Farm Supplies Merchant Wholesalers",HONOLULU
19669,4312.0,KIHEI,HI,96753,115210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,05/02/2020,"First Hawaiian Bank",HI-02,"Support Activities for Animal Production",KIHEI
19670,4310.0,HONOLULU,HI,96813,236115,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/22/2020,"Central Pacific Bank",HI-01,"New Single-Family Housing Construction (except For-Sale Builders)",HONOLULU
19671,4309.37,ANAHOLA,HI,96703,423990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/29/2020,"Gather FCU",HI-02,"Other Miscellaneous Durable Goods Merchant Wholesalers",ANAHOLA
19672,4306.0,KAMUELA,HI,96743,541611,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,"Hawaii First FCU",HI-02,"Administrative Management and General Management Consulting Services",KAMUELA
19673,4306.0,KAILUA-KONA,HI,96740,541219,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,06/08/2020,"Central Pacific Bank",HI-02,"Other Accounting Services","KAILUA KONA"
19674,4305.0,"KAILUA KONA",HI,96740,485310,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,"Celtic Bank Corporation",HI-02,"Taxi Service","KAILUA KONA"
19675,4305.0,WAILUKU,HI,96793,541219,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Bank of America, National Association",HI-02,"Other Accounting Services",WAILUKU
19676,4304.0,HONOLULU,HI,96822,999990,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Cross River Bank",HI-01,,HONOLULU
19677,4301.78,KIHEI,HI,96753,485310,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Celtic Bank Corporation",HI-02,"Taxi Service",KIHEI
19678,4300.0,HONOLULU,HI,96817,713940,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Central Pacific Bank",HI-01,"Fitness and Recreational Sports Centers",HONOLULU
19679,4300.0,"PEARL CITY",HI,96782,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"Central Pacific Bank",HI-01,"Offices of Real Estate Agents and Brokers","PEARL CITY"
19680,4300.0,WAILUKU,HI,96793,722310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"American Savings Bank, FSB",HI-02,"Food Service Contractors",WAILUKU
19681,4300.0,HONOLULU,HI,96813,999990,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-01,,HONOLULU
19682,4300.0,WAILUKU,HI,96753,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-02,"Beauty Salons",KIHEI
19683,4300.0,HONOLULU,HI,96817,423990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,"Central Pacific Bank",HI-01,"Other Miscellaneous Durable Goods Merchant Wholesalers",HONOLULU
19684,4300.0,KEAAU,HI,96749,111336,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,"Central Pacific Bank",HI-02,"Fruit and Tree Nut Combination Farming",KEAAU
19685,4300.0,HONOLULU,HI,96813,722310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,"American Savings Bank, FSB",HI-01,"Food Service Contractors",HONOLULU
19686,4300.0,HONOLULU,HI,96822,812199,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,"Central Pacific Bank",HI-01,"Other Personal Care Services",HONOLULU
19687,4300.0,HONOLULU,HI,96815,541310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"American Savings Bank, FSB",HI-01,"Architectural Services",HONOLULU
19688,4300.0,"KAILUA KONA",HI,96740,812990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,"Navy FCU",HI-02,"All Other Personal Services","KAILUA KONA"
19689,4300.0,"KAILUA KONA",HI,96740,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-02,"Beauty Salons","KAILUA KONA"
19690,4300.0,KULA,HI,96790,561720,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,"American Savings Bank, FSB",HI-02,"Janitorial Services",KULA
19691,4300.0,HAIKU,HI,96708,454111,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-02,,HAIKU
19692,4300.0,WAILUKU,HI,96793,611519,"Professional Association",Unanswered,Unanswered,Unanswered,,,04/14/2020,"Central Pacific Bank",HI-02,"Other Technical and Trade Schools",WAILUKU
19693,4300.0,HONOLULU,HI,96815,236118,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/13/2020,"American Savings Bank, FSB",HI-01,"Residential Remodelers",HONOLULU
19694,4300.0,HAWI,HI,96719,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Offices of Real Estate Agents and Brokers",HAWI
19695,4300.0,LIHUE,HI,96766,722515,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Snack and Nonalcoholic Beverage Bars",LIHUE
19696,4300.0,HONOLULU,HI,96821,541921,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Central Pacific Bank",HI-01,"Photography Studios, Portrait",HONOLULU
19697,4300.0,HONOLULU,HI,96813,624410,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,"Central Pacific Bank",HI-01,"Child Day Care Services",HONOLULU
19698,4300.0,HONOLULU,HI,96817,926150,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"Central Pacific Bank",HI-01,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",HONOLULU
19699,4300.0,HONOLULU,HI,96816,611620,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/19/2020,"Central Pacific Bank",HI-01,"Sports and Recreation Instruction",HONOLULU
19700,4300.0,HONOLULU,HI,96817,621340,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Central Pacific Bank",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",HONOLULU
19701,4300.0,HONOLULU,HI,96814,453220,"Sole Proprietorship",Asian,"Male Owned",Non-Veteran,,2.0,06/08/2020,"Ohana Pacific Bank",HI-01,"Gift, Novelty, and Souvenir Stores",HONOLULU
19702,4300.0,HONOLULU,HI,96814,561510,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,"Central Pacific Bank",HI-01,"Travel Agencies",HONOLULU
19703,4300.0,WAHIAWA,HI,96786,238220,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Central Pacific Bank",HI-02,"Plumbing, Heating, and Air-Conditioning Contractors",WAHIAWA
19704,4298.24,KAHUKU,HI,96731,,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,05/03/2020,"Celtic Bank Corporation",HI-02,,KAHUKU
19705,4293.0,KIHEI,HI,96753,454390,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,06/23/2020,"Kabbage, Inc.",HI-02,"Other Direct Selling Establishments",KIHEI
19706,4292.5,"KAILUA KONA",HI,96745,444220,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,"Hawaii Community FCU",HI-02,"Nursery, Garden Center, and Farm Supply Stores","KAILUA KONA"
19707,4290.0,WAIPAHU,HI,96797,517210,Partnership,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"Cross River Bank",HI-01,,WAIPAHU
19708,4287.0,HONOLULU,HI,96816,531390,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,06/24/2020,"Bank of Hawaii",HI-01,"Other Activities Related to Real Estate",HONOLULU
19709,4287.0,HAIKU,HI,96708,541990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,WebBank,HI-02,"All Other Professional, Scientific, and Technical Services",HAIKU
19710,4282.37,ANAHOLA,HI,96703,812112,"Independent Contractors",Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Celtic Bank Corporation",HI-02,"Beauty Salons",ANAHOLA
19711,4277.0,KAHULUI,HI,96732,541990,Corporation,Unanswered,Unanswered,Unanswered,,1.0,07/29/2020,"Kabbage, Inc.",HI-02,"All Other Professional, Scientific, and Technical Services",KAHULUI
19712,4277.0,KIHEI,HI,96753,713940,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,"Bank of Hawaii",HI-02,"Fitness and Recreational Sports Centers",KIHEI
19713,4276.0,WAIANAE,HI,96792,423860,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,"Cross River Bank",HI-02,"Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers",WAIANAE
19714,4272.0,KURTISTOWN,HI,96760,531320,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,06/01/2020,"Kabbage, Inc.",HI-02,"Offices of Real Estate Appraisers",KURTISTOWN
19715,4270.0,HONOLULU,HI,96813,541611,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,06/22/2020,"Bank of Hawaii",HI-01,"Administrative Management and General Management Consulting Services",HONOLULU
