LoanAmount,City,Zip,JobsReported,DateApproved,MonthApproved,Lender,JobTitle,CleanedCity
4786.2,WAIMANALO,96795,2,2020-04-29T00:00:00Z,APRIL,HAWAIIUSA FCU,FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,WAIMANALO
4784,MILILANI,96789,1,2020-05-15T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OTHER ACCOUNTING SERVICES,MILILANI
4782,KEAAU,96749,1,2020-07-25T00:00:00Z,JULY,"KABBAGE, INC.",MEDICINAL AND BOTANICAL MANUFACTURING,KEAAU
4775,HILO,96720,2,2020-05-04T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",HILO
4774,HAIKU,96708,1,2020-05-29T00:00:00Z,MAY,BANK OF HAWAII,DRAFTING SERVICES,HAIKU
4772,HONOLULU,96815,2,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ALL OTHER PERSONAL SERVICES,HONOLULU
4770.62,KAILUA KONA,96740,2,2020-07-25T00:00:00Z,JULY,HAWAII COMMUNITY FCU,ALL OTHER PERSONAL SERVICES,KAILUA KONA
4770,KAPOLEI,96707,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,KAPOLEI
4765,KIHEI,96753,2,2020-05-04T00:00:00Z,MAY,HAWAIIUSA FCU,FITNESS AND RECREATIONAL SPORTS CENTERS,KIHEI
4765,HALEIWA,96712,1,2020-05-16T00:00:00Z,MAY,FIRST HAWAIIAN BANK,GENERAL AUTOMOTIVE REPAIR,HALEIWA
4755,HONOLULU,96814,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,MEAT MARKETS,HONOLULU
4755,HONOLULU,96815,1,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,TRAVEL AGENCIES,HONOLULU
4751.86,KEAAU,96749,1,2020-05-03T00:00:00Z,MAY,CELTIC BANK CORPORATION,,KEAAU
4751,KIHEI,96753,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,WOMEN'S CLOTHING STORES,KIHEI
4750,KIHEI,96753,1,2020-07-09T00:00:00Z,JULY,CROSS RIVER BANK,"GENERAL FREIGHT TRUCKING, LOCAL",KIHEI
4750,HONOLULU,96814,1,2020-05-12T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ALL OTHER PERSONAL SERVICES,HONOLULU
4750,HILO,96720,1,2020-05-03T00:00:00Z,MAY,CROSS RIVER BANK,,HILO
4750,HONOLULU,96825,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,HONOLULU
4745,KANEOHE,96744,1,2020-05-05T00:00:00Z,MAY,CELTIC BANK CORPORATION,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),KANEOHE
4741.15,HONOLULU,96813,1,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,OTHER PERFORMING ARTS COMPANIES,HONOLULU
4740.05,HONOLULU,96814,1,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,HONOLULU
4737,HONOLULU,96814,1,2020-07-22T00:00:00Z,JULY,"KABBAGE, INC.",OTHER PERSONAL CARE SERVICES,HONOLULU
4728.33,HONOLULU,96816,6,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,NAIL SALONS,HONOLULU
4727,EWA BEACH,96706,1,2020-04-28T00:00:00Z,APRIL,HAWAIIUSA FCU,TILE AND TERRAZZO CONTRACTORS,EWA BEACH
4727,HAIKU,96708,1,2020-05-19T00:00:00Z,MAY,BANK OF HAWAII,NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,HAIKU
4725,EWA BEACH,96706,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,OTHER ACTIVITIES RELATED TO REAL ESTATE,EWA BEACH
4723.75,KAILUA KONA,96740,1,2020-04-29T00:00:00Z,APRIL,CELTIC BANK CORPORATION,NAIL SALONS,KAILUA KONA
4710,HONOLULU,96814,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
4707,WAIANAE,96792,1,2020-04-29T00:00:00Z,APRIL,"KABBAGE, INC.",ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,WAIANAE
4706,KEAAU,96749,2,2020-05-01T00:00:00Z,MAY,CELTIC BANK CORPORATION,USED HOUSEHOLD AND OFFICE GOODS MOVING,KEAAU
4703,HONOLULU,96825,1,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LIMOUSINE SERVICE,HONOLULU
4702,HONOLULU,96821,1,2020-05-19T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ROOFING CONTRACTORS,HONOLULU
4702,HONOLULU,96817,1,2020-07-29T00:00:00Z,JULY,CROSS RIVER BANK,ENGINEERING SERVICES,HONOLULU
4700,LAHAINA,96761,2,2020-04-09T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","TRUSTS, ESTATES, AND AGENCY ACCOUNTS",LAHAINA
4700,HONOLULU,96819,3,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,HONOLULU
4700,MILILANI,96789,1,2020-05-04T00:00:00Z,MAY,CENTRAL PACIFIC BANK,SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,MILILANI
4700,KIHEI,96753,1,2020-05-21T00:00:00Z,MAY,CENTRAL PACIFIC BANK,LESSORS OF OTHER REAL ESTATE PROPERTY,KIHEI
4700,KAHULUI,96732,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CONVENIENCE STORES,KAHULUI
4700,HONOLULU,96813,3,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",BUSINESS ASSOCIATIONS,HONOLULU
4700,HONOLULU,96817,3,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
4700,HONOLULU,96813,1,2020-05-05T00:00:00Z,MAY,HAWAII NATIONAL BANK,ALL OTHER INSURANCE RELATED ACTIVITIES,HONOLULU
4700,LIHUE,96766,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SNACK AND NONALCOHOLIC BEVERAGE BARS,LIHUE
4700,HONOLULU,96813,1,2020-04-16T00:00:00Z,APRIL,"READYCAP LENDING, LLC",FOOD SERVICE CONTRACTORS,HONOLULU
4700,HONOLULU,96819,2,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LIMITED-SERVICE RESTAURANTS,HONOLULU
4700,HONOLULU,96814,1,2020-05-22T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4700,HONOLULU,96814,1,2020-05-05T00:00:00Z,MAY,OHANA PACIFIC BANK,RETAIL BAKERIES,HONOLULU
4700,HONOLULU,96826,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICE EQUIPMENT MERCHANT WHOLESALERS,HONOLULU
4700,KAPOLEI,96707,2,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,NAIL SALONS,KAPOLEI
4700,HONOLULU,96815,1,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,JEWELRY STORES,HONOLULU
4700,HONOLULU,96814,4,2020-05-08T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",BEAUTY SALONS,HONOLULU
4700,AIEA,96701,1,2020-05-08T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),AIEA
4700,HONOLULU,96816,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,"PHOTOGRAPHY STUDIOS, PORTRAIT",HONOLULU
4700,WAILUKU,96793,2,2020-04-29T00:00:00Z,APRIL,HAWAII NATIONAL BANK,CATERERS,WAILUKU
4700,PEARL CITY,96782,1,2020-05-09T00:00:00Z,MAY,CENTRAL PACIFIC BANK,WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING,PEARL CITY
4700,KANEOHE,96744,1,2020-04-29T00:00:00Z,APRIL,HAWAII NATIONAL BANK,PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),KANEOHE
4700,MILILANI,96789,1,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",MUSICAL GROUPS AND ARTISTS,MILILANI
4700,HONOLULU,96814,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RESIDENTIAL PROPERTY MANAGERS,HONOLULU
4700,AIEA,96701,1,2020-05-12T00:00:00Z,MAY,HAWAII NATIONAL BANK,NAIL SALONS,AIEA
4700,HONOLULU,96815,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4700,HONOLULU,96822,1,2020-05-12T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",OTHER DIRECT SELLING ESTABLISHMENTS,HONOLULU
4700,HONOLULU,96817,3,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",DENTAL LABORATORIES,HONOLULU
4700,HONOLULU,96817,1,2020-05-16T00:00:00Z,MAY,CENTRAL PACIFIC BANK,LIMOUSINE SERVICE,HONOLULU
4700,HONOLULU,96815,2,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CLOTHING ACCESSORIES STORES,HONOLULU
4700,HONOLULULULU,96814,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,TAXI SERVICE,HONOLULU
4700,HONOLULU,96825,1,2020-05-18T00:00:00Z,MAY,CENTRAL PACIFIC BANK,WHOLESALE TRADE AGENTS AND BROKERS,HONOLULU
4697,WAIALUA,96791,8,2020-05-06T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",WAIALUA
4696,HONOLULU,96826,1,2020-05-08T00:00:00Z,MAY,HAWAII CENTRAL FCU,OFFICES OF LAWYERS,HONOLULU
4695,KAILUA-KONA,96740,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,AUTOMOTIVE PARTS AND ACCESSORIES STORES,KAILUA KONA
4692,KAPAA,96746,1,2020-05-12T00:00:00Z,MAY,BANK OF HAWAII,DRIVE-IN MOTION PICTURE THEATERS,KAPAA
4690.95,KAHULUI,96732,1,2020-05-08T00:00:00Z,MAY,CELTIC BANK CORPORATION,BEAUTY SALONS,KAHULUI
4688,KULA,96790,1,2020-06-30T00:00:00Z,JUNE,"FARM BUREAU BANK, FSB",OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING,KULA
4687,WAIALUA,96791,1,2020-06-04T00:00:00Z,JUNE,FIRST HAWAIIAN BANK,SPORTS AND RECREATION INSTRUCTION,WAIALUA
4687,KILAUEA,96754,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,INTERIOR DESIGN SERVICES,KILAUEA
4686.25,WAIMEA,96796,1,2020-05-29T00:00:00Z,MAY,KAUA'I GOVERNMENT EMPLOYEES' FCU,BARBER SHOPS,WAIMEA
4682,KALAHEO,96741,1,2020-05-12T00:00:00Z,MAY,FIRST HAWAIIAN BANK,CONVENTION AND TRADE SHOW ORGANIZERS,KALAHEO
4677,HAIKU,96708,1,2020-05-01T00:00:00Z,MAY,WEBBANK,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",HAIKU
4676,HONOLULU,96814,1,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4675,KAILUA KONA,96740,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,KAILUA KONA
4667,HONOLULU,96816,1,2020-05-03T00:00:00Z,MAY,CENTRAL PACIFIC BANK,BARBER SHOPS,HONOLULU
4665,KIHEI,96753,1,2020-05-07T00:00:00Z,MAY,BANK OF HAWAII,FULL-SERVICE RESTAURANTS,KIHEI
4660,HONOLULU,96818,1,2020-07-29T00:00:00Z,JULY,"KABBAGE, INC.",TAXI SERVICE,HONOLULU
4658,WAIKOLOA,96738,1,2020-05-16T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE APPRAISERS,WAIKOLOA
4655.95,KAPA'A,96746,1,2020-05-04T00:00:00Z,MAY,CELTIC BANK CORPORATION,OTHER PERSONAL CARE SERVICES,KAPAA
4655,HONOLULU,96821,1,2020-05-20T00:00:00Z,MAY,FIRST HAWAIIAN BANK,RESIDENTIAL REMODELERS,HONOLULU
4653.08,KAILUA-KONA,96740,1,2020-05-05T00:00:00Z,MAY,CELTIC BANK CORPORATION,BUSINESS ASSOCIATIONS,KAILUA KONA
4651,HONOLULU,96822,1,2020-07-19T00:00:00Z,JULY,"BANK OF AMERICA, NATIONAL ASSOCIATION",NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,HONOLULU
4647.5,HILO,96720,1,2020-05-03T00:00:00Z,MAY,FIRST HAWAIIAN BANK,MARKETING CONSULTING SERVICES,HILO
4647,HONOLULU,96814,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",HONOLULU
4639,HONOLULU,96817,1,2020-05-12T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",HONOLULU
4633,AIEA,96701,1,2020-06-02T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",AIEA
4632,HONOLULU,96814,1,2020-05-03T00:00:00Z,MAY,BANK OF HAWAII,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,HONOLULU
4627,PEARL CITY,96782,1,2020-05-08T00:00:00Z,MAY,CENTRAL PACIFIC BANK,RELIGIOUS ORGANIZATIONS,PEARL CITY
4623.57,HONOLULU,96825,1,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,HONOLULU
4623,MAKAWAO,96768,1,2020-06-21T00:00:00Z,JUNE,CELTIC BANK CORPORATION,ALL OTHER TRAVELER ACCOMMODATION,MAKAWAO
4622,KAMUELA,96743,1,2020-05-13T00:00:00Z,MAY,BANK OF HAWAII,"GIFT, NOVELTY, AND SOUVENIR STORES",KAMUELA
4613,HONOLULU,96816,1,2020-06-16T00:00:00Z,JUNE,CROSS RIVER BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",HONOLULU
4600,MILILANI,96789,1,2020-06-09T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,MILILANI
4600,HONOLULU,96816,1,2020-05-04T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",TRAVEL AGENCIES,HONOLULU
4600,KAPAA,96746,2,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,JEWELRY STORES,KAPAA
4600,WAILUKU,96793,2,2020-05-04T00:00:00Z,MAY,HAWAII NATIONAL BANK,DRINKING PLACES (ALCOHOLIC BEVERAGES),WAILUKU
4600,HONOLULU,96816,1,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER PERSONAL CARE SERVICES,HONOLULU
4600,AIEA,96701,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",MARKETING CONSULTING SERVICES,AIEA
4600,WAIANAE,96792,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,WAIANAE
4600,PAIA,96779,1,2020-05-05T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",BOOK STORES,PAIA
4600,HONOLULU,96816,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ROOFING CONTRACTORS,HONOLULU
4600,HONOLULU,96814,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,GRAPHIC DESIGN SERVICES,HONOLULU
4600,HILO,96720,2,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",HILO
4600,HONOLULU,96826,4,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER PERSONAL CARE SERVICES,HONOLULU
4600,KIHEI,96753,1,2020-05-06T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB","PHOTOGRAPHY STUDIOS, PORTRAIT",KIHEI
4600,WAHIAWA,96786,1,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,DANCE COMPANIES,WAHIAWA
4600,KEALAKEKUA,96750,2,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",KEALAKEKUA
4600,AIEA,96701,1,2020-05-08T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),AIEA
4600,WAHIAWA,96786,1,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER OUTPATIENT CARE CENTERS,WAHIAWA
4600,AIEA,96701,1,2020-04-05T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),AIEA
4600,KANEOHE,96744,6,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",NAIL SALONS,KANEOHE
4600,HONOLULU,96816,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,TAXI SERVICE,HONOLULU
4600,HONOLULU,96814,1,2020-05-12T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
4600,KAILUA,96734,1,2020-05-13T00:00:00Z,MAY,OHANA PACIFIC BANK,FULL-SERVICE RESTAURANTS,KAILUA
4600,KAHULUI,96732,1,2020-06-16T00:00:00Z,JUNE,CUSTOMERS BANK,FOOD SERVICE CONTRACTORS,KAHULUI
4600,KANEOHE,96744,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,BEAUTY SALONS,KANEOHE
4600,KAHULUI,96732,1,2020-06-02T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,CHILD DAY CARE SERVICES,KAHULUI
4600,AIEA,96701,3,2020-04-14T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,AIEA
4600,HONOLULU,96817,1,2020-05-15T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,HONOLULU
4600,HALEIWA,96712,1,2020-05-02T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",LANDSCAPING SERVICES,HALEIWA
4596,KOLOA,96756,1,2020-06-24T00:00:00Z,JUNE,"KABBAGE, INC.",MARKETING CONSULTING SERVICES,KOLOA
4592.15,KULA,96790,1,2020-04-29T00:00:00Z,APRIL,CELTIC BANK CORPORATION,ALL OTHER SPECIALTY TRADE CONTRACTORS,KULA
4590,HONOLULU,96804,2,2020-05-18T00:00:00Z,MAY,BANK OF HAWAII,SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,HONOLULU
4587.93,HALEIWA,96712,3,2020-05-08T00:00:00Z,MAY,CELTIC BANK CORPORATION,MOBILE FOOD SERVICES,HALEIWA
4586,PAHOA,96778,1,2020-05-04T00:00:00Z,MAY,FIRST HAWAIIAN BANK,COMMERCIAL PHOTOGRAPHY,PAHOA
4584,HONOLULU,96813,1,2020-05-04T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,HONOLULU
4583.34,HONOLULU,96816,500,2020-06-16T00:00:00Z,JUNE,CELTIC BANK CORPORATION,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
4583,HONOLULU,96825,1,2020-05-08T00:00:00Z,MAY,"WELLS FARGO BANK, NATIONAL ASSOCIATION",OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
4582.53,LIHUE,96766,1,2020-05-03T00:00:00Z,MAY,CELTIC BANK CORPORATION,,LIHUE
4582.5,KAMUELA,96743,1,2020-06-03T00:00:00Z,JUNE,FIRST HAWAIIAN BANK,ALL OTHER PUBLISHERS,KAMUELA
4582,MAKAWAO,96768,2,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER TRAVELER ACCOMMODATION,MAKAWAO
4582,WAILUKU,96793,1,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),WAILUKU
4579,MAKAWAO,96768,1,2020-05-20T00:00:00Z,MAY,"KABBAGE, INC.",RESIDENTIAL REMODELERS,MAKAWAO
4578,KAMUELA,96743,1,2020-04-28T00:00:00Z,APRIL,HAWAIIUSA FCU,FLORISTS,KAMUELA
4577,WAILUKU,96793,3,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,GENERAL AUTOMOTIVE REPAIR,WAILUKU
4566,MILILANI,96789,1,2020-05-14T00:00:00Z,MAY,CELTIC BANK CORPORATION,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,MILILANI
4559,KIHEI,96753,1,2020-05-04T00:00:00Z,MAY,BANK OF HAWAII,TAX PREPARATION SERVICES,KIHEI
4547.5,HONOLULU,96815,9,2020-06-05T00:00:00Z,JUNE,FIRST HAWAIIAN BANK,PHARMACIES AND DRUG STORES,HONOLULU
4545,KIHEI,96753,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER OUTPATIENT CARE CENTERS,KIHEI
4543,WAIPAHU,96797,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,JANITORIAL SERVICES,WAIPAHU
4542.5,HONOLULU,96813,1,2020-06-05T00:00:00Z,JUNE,FIRST HAWAIIAN BANK,MUSEUMS,HONOLULU
4542,KILAUEA,96754,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING,KILAUEA
4541,KAILUA,96734,1,2020-05-16T00:00:00Z,MAY,FIRST HAWAIIAN BANK,APPLIANCE REPAIR AND MAINTENANCE,KAILUA
4535,HAWI,96719,3,2020-05-10T00:00:00Z,MAY,HAWAII COMMUNITY FCU,LIMITED-SERVICE RESTAURANTS,HAWI
4532,KAILUA KONA,96740,4,2020-05-07T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,KAILUA KONA
4532,HONOLULU,96826,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,HONOLULU
4530,HONOLULU,96815,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4530,KULA,96790,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,FARM LABOR CONTRACTORS AND CREW LEADERS,KULA
4525.64,KAPAA,96746,1,2020-05-03T00:00:00Z,MAY,CELTIC BANK CORPORATION,,KAPAA
4522.13,KIHEI,96753,3,2020-05-03T00:00:00Z,MAY,CELTIC BANK CORPORATION,LIMOUSINE SERVICE,KIHEI
4519.91,HONOLULU,96814,1,2020-05-08T00:00:00Z,MAY,CELTIC BANK CORPORATION,NAIL SALONS,HONOLULU
4513.87,LIHUE,96766,2,2020-04-29T00:00:00Z,APRIL,KAUA'I GOVERNMENT EMPLOYEES' FCU,TAXI SERVICE,LIHUE
4511,WAIPAHU,96797,5,2020-04-29T00:00:00Z,APRIL,CROSS RIVER BANK,MEAT PROCESSED FROM CARCASSES,WAIPAHU
4510,PEARL CITY,96782,1,2020-05-22T00:00:00Z,MAY,FIRST HAWAIIAN BANK,CUT AND SEW APPAREL CONTRACTORS,PEARL CITY
4500,KULA,96790,1,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER MANAGEMENT CONSULTING SERVICES,KULA
4500,HONOLULU,96821,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CHILD DAY CARE SERVICES,HONOLULU
4500,HONOLULU,96816,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,HONOLULU
4500,HONOLULU,96815,1,2020-05-05T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ALL OTHER SUPPORT SERVICES,HONOLULU
4500,HONOLULU,96815,2,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",JEWELRY STORES,HONOLULU
4500,HONOLULU,96815,1,2020-05-05T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4500,AIEA,96701,1,2020-05-06T00:00:00Z,MAY,CENTRAL PACIFIC BANK,APICULTURE,AIEA
4500,EWA BEACH,96706,1,2020-04-10T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,EWA BEACH
4500,HONOLULU,96816,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER HEALTH AND PERSONAL CARE STORES,HONOLULU
4500,HONOLULU,96814,1,2020-05-07T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF PODIATRISTS,HONOLULU
4500,HONOLULU,96817,2,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER PERSONAL SERVICES,HONOLULU
4500,KAPOLEI,96707,1,2020-05-08T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,KAPOLEI
4500,HONOLULU,96816,2,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,HONOLULU
4500,HONOLULU,96822,1,2020-04-29T00:00:00Z,APRIL,NOTRE DAME FCU,DRAFTING SERVICES,HONOLULU
4500,KEALAKEKUA,96750,1,2020-05-09T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",TAX PREPARATION SERVICES,KEALAKEKUA
4500,MILILANI,96789,1,2020-05-10T00:00:00Z,MAY,CENTRAL PACIFIC BANK,BEAUTY SALONS,MILILANI
4500,HONOLULU,96817,4,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,HONOLULU
