,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,2017 NAICS Code,2017 NAICS Title
16101,9784.0,Kapaa,HI,96746,551112,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,Gather FCU,HI-02,551112,Offices of Other Holding Companies 
16102,9780.0,KIHEI,HI,96753,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,Bank of Hawaii,HI-02,531210,Offices of Real Estate Agents and Brokers
16103,9775.0,Kailua Kona,HI,96740,238290,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/16/2020,First Hawaiian Bank,HI-02,238290,Other Building Equipment Contractors 
16104,9773.0,KAHULUI,HI,96732,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02,541219,Other Accounting Services 
16105,9771.0,AIEA,HI,96701,424990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,First Hawaiian Bank,HI-01,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers 
16106,9767.0,Princeville,HI,96722,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank,HI-02,812990,All Other Personal Services 
16107,9762.5,HONOLULU,HI,96813,711510,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8.0,04/30/2020,HawaiiUSA FCU,HI-01,711510,"Independent Artists, Writers, and Performers "
16108,9761.0,WAIPAHU,HI,96797,722410,Professional Association,Unanswered,Unanswered,Unanswered,,,06/22/2020,Bank of Hawaii,HI-01,722410,Drinking Places (Alcoholic Beverages) 
16109,9750.0,HONOLULU,HI,96813,524210,Corporation,Unanswered,Unanswered,Unanswered,,,06/22/2020,Bank of Hawaii,HI-01,524210,Insurance Agencies and Brokerages 
16110,9750.0,WAILUKU,HI,96793,561790,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank,HI-02,561790,Other Services to Buildings and Dwellings 
16111,9750.0,KAILUA KONA,HI,96745,541219,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-02,541219,Other Accounting Services 
16112,9747.0,WAIPAHU,HI,96797,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,Cross River Bank,HI-01,524210,Insurance Agencies and Brokerages 
16113,9745.0,PEARL CITY,HI,96782,238150,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,1.0,05/26/2020,HawaiiUSA FCU,HI-01,238150,Glass and Glazing Contractors 
16114,9741.04,WAIPAHU,HI,96797,453998,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,0.0,04/13/2020,HawaiiUSA FCU,HI-01,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) 
16115,9730.0,LAHAINA,HI,96761,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank,HI-02,713940,Fitness and Recreational Sports Centers 
16116,9722.0,KANEOHE,HI,96744,541350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/02/2020,First Hawaiian Bank,HI-02,541350,Building Inspection Services
16117,9720.0,hilo,HI,96721,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/25/2020,"Kabbage, Inc.",HI-02,541990,"All Other Professional, Scientific, and Technical Services"
16118,9712.0,KAILUA,HI,96734,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/15/2020,Bank of Hawaii,HI-02,621112,"Offices of Physicians, Mental Health Specialists "
16119,9707.0,HONOLULU,HI,96813,531210,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1.0,07/15/2020,HawaiiUSA FCU,HI-01,531210,Offices of Real Estate Agents and Brokers
16120,9705.0,HONOLULU,HI,96817,812112,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,5.0,04/29/2020,First Hawaiian Bank,HI-01,812112,Beauty Salons 
16121,9700.0,HONOLULU,HI,96815,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
16122,9700.0,Kailua,HI,96734,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank,HI-02,236118,Residential Remodelers 
16123,9700.0,Ewa Beach,HI,96706,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,05/05/2020,Central Pacific Bank,HI-01,813110,Religious Organizations 
16124,9700.0,WAILUKU,HI,96793,713940,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,11.0,04/10/2020,"American Savings Bank, FSB",HI-02,713940,Fitness and Recreational Sports Centers 
16125,9700.0,Ewa Beach,HI,96706,541513,Limited  Liability Company(LLC),Black or African American,Male Owned,Veteran,,0.0,06/11/2020,Central Pacific Bank,HI-01,541513,Computer Facilities Management Services 
16126,9700.0,LIHUE,HI,96766,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,"American Savings Bank, FSB",HI-02,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
16127,9700.0,HONOLULU,HI,96826,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank,HI-01,541219,Other Accounting Services 
16128,9700.0,HONOLULU,HI,96822,541213,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,04/11/2020,"American Savings Bank, FSB",HI-01,541213,Tax Preparation Services 
16129,9700.0,HONOLULU,HI,96826,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/11/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
16130,9700.0,HONOLULU,HI,96822,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,7.0,06/25/2020,HomeStreet Bank,HI-01,722513,Limited-Service Restaurants 
16131,9700.0,Kapolei,HI,96707,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/10/2020,Central Pacific Bank,HI-02,812112,Beauty Salons 
16132,9700.0,Honolulu,HI,96817,445120,Corporation,Unanswered,Female Owned,Unanswered,,4.0,05/11/2020,"American Savings Bank, FSB",HI-01,445120,Convenience Stores 
16133,9700.0,HONOLULU,HI,96818,541490,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,Central Pacific Bank,HI-01,541490,Other Specialized Design Services
16134,9700.0,Volcano,HI,96785,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02,621399,Offices of All Other Miscellaneous Health Practitioners 
16135,9700.0,HONOLULU,HI,96815,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
16136,9700.0,HONOLULU,HI,96822,236118,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,04/08/2020,Central Pacific Bank,HI-01,236118,Residential Remodelers 
16137,9700.0,LIHUE,HI,96766,531130,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/09/2020,Central Pacific Bank,HI-02,531130,Lessors of Miniwarehouses and Self-Storage Units 
16138,9700.0,Lihue,HI,96766,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
16139,9700.0,KANEOHE,HI,96744,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"American Savings Bank, FSB",HI-02,561720,Janitorial Services 
16140,9700.0,WAIPAHU,HI,96797,722330,Sole Proprietorship,Asian,Female Owned,Unanswered,,4.0,04/09/2020,"American Savings Bank, FSB",HI-01,722330,Mobile Food Services
16141,9700.0,WAILUKU,HI,96793,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,05/03/2020,"American Savings Bank, FSB",HI-02,713940,Fitness and Recreational Sports Centers 
16142,9700.0,HONOLULU,HI,96814,621210,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,1.0,04/09/2020,"American Savings Bank, FSB",HI-01,621210,Offices of Dentists 
16143,9698.0,LAHAINA,HI,96761,532289,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/04/2020,Central Pacific Bank,HI-02,532289,All Other Consumer Goods Rental 
16144,9675.0,Hilo,HI,96720,711190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,08/03/2020,Cross River Bank,HI-02,711190,Other Performing Arts Companies 
16145,9674.17,KANEOHE,HI,96744,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/16/2020,Celtic Bank Corporation,HI-02,541990,"All Other Professional, Scientific, and Technical Services"
16146,9672.0,ANAHOLA,HI,96703,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/13/2020,Bank of Hawaii,HI-02,812990,All Other Personal Services 
16147,9665.0,Lahaina,HI,96761,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,Central Pacific Bank,HI-02,531210,Offices of Real Estate Agents and Brokers
16148,9661.0,WAILUKU,HI,96793,811111,Corporation,Unanswered,Unanswered,Unanswered,,4.0,05/19/2020,First Hawaiian Bank,HI-02,811111,General Automotive Repair 
16149,9660.0,Honaunau,HI,96726,721191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,First Hawaiian Bank,HI-02,721191,Bed-and-Breakfast Inns 
16150,9660.0,KAAAWA,HI,96730,531190,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,First Hawaiian Bank,HI-02,531190,Lessors of Other Real Estate Property 
16151,9648.03,Keaau,HI,96749,531390,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Celtic Bank Corporation,HI-02,531390,Other Activities Related to Real Estate 
16152,9647.0,Wailuku,HI,96793,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,05/05/2020,First Hawaiian Bank,HI-02,812112,Beauty Salons 
16153,9640.0,HALEIWA,HI,96712,812112,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-02,812112,Beauty Salons 
16154,9639.0,Hilo,HI,96720,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/16/2020,First Hawaiian Bank,HI-02,531210,Offices of Real Estate Agents and Brokers
16155,9639.0,Honolulu,HI,96825,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/27/2020,Cross River Bank,HI-01,812990,All Other Personal Services 
16156,9629.0,HONOLULU,HI,96814,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/25/2020,Bank of Hawaii,HI-01,812112,Beauty Salons 
16157,9625.0,HONOLULU,HI,96830,722513,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI-01,722513,Limited-Service Restaurants 
16158,9610.0,Kailua-Kona,HI,96740,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,Celtic Bank Corporation,HI-02,621330,Offices of Mental Health Practitioners (except Physicians) 
16159,9610.0,PEARL CITY,HI,96782,541310,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/19/2020,Bank of Hawaii,HI-01,541310,Architectural Services
16160,9607.0,HONOLULU,HI,96816,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,Bank of Hawaii,HI-01,713940,Fitness and Recreational Sports Centers 
16161,9600.0,KAHULUI,HI,96732,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,13.0,05/03/2020,"American Savings Bank, FSB",HI-02,485310,Taxi Service 
16162,9600.0,KAILUA,HI,96734,454390,Corporation,Hispanic,Unanswered,Unanswered,,2.0,04/10/2020,Central Pacific Bank,HI-02,454390,Other Direct Selling Establishments 
16163,9600.0,HILO,HI,96720,448190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,Central Pacific Bank,HI-02,448190,Other Clothing Stores 
16164,9600.0,HONOLULU,HI,96817,722515,Corporation,Asian,Unanswered,Unanswered,,3.0,04/29/2020,Central Pacific Bank,HI-01,722515,Snack and Nonalcoholic Beverage Bars 
16165,9600.0,WAILUKU,HI,96793,811192,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,Central Pacific Bank,HI-02,811192,Car Washes 
16166,9600.0,WAIPAHU,HI,96797,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-01,541990,"All Other Professional, Scientific, and Technical Services"
16167,9600.0,KAILUA KONA,HI,96740,561520,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,First Hawaiian Bank,HI-02,561520,Tour Operators
16168,9600.0,Honolulu,HI,96813,561520,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank,HI-01,561520,Tour Operators
16169,9600.0,Kihei,HI,96753,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/27/2020,Central Pacific Bank,HI-02,541219,Other Accounting Services 
16170,9600.0,Pearl City,HI,96782,611691,Corporation,White,Male Owned,Non-Veteran,,7.0,04/29/2020,Hawaii National Bank,HI-01,611691,Exam Preparation and Tutoring 
16171,9600.0,HONOLULU,HI,96837,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/28/2020,Central Pacific Bank,HI-01,561110,Office Administrative Services
16172,9600.0,KURTISTOWN,HI,96760,453110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,5.0,04/27/2020,Bank of Hawaii,HI-02,453110,Florists 
16173,9600.0,HONOLULU,HI,96825,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,06/26/2020,Intuit Financing Inc.,HI-01,237310,"Highway, Street, and Bridge Construction "
16174,9600.0,HONOLULU,HI,96821,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Central Pacific Bank,HI-01,236115,New Single-Family Housing Construction (except For-Sale Builders) 
16175,9600.0,Honolulu,HI,96815,511210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,08/07/2020,MBE Capital Partners,HI-01,511210,Software Publishers
16176,9600.0,EWA BEACH,HI,96706,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,Bank of Hawaii,HI-01,524210,Insurance Agencies and Brokerages 
16177,9600.0,MILILANI,HI,96789,236220,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-01,236220,Commercial and Institutional Building Construction 
16178,9600.0,HONOLULU,HI,96816,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank,HI-01,812112,Beauty Salons 
16179,9600.0,KAHULUI,HI,96732,811412,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB",HI-02,811412,Appliance Repair and Maintenance 
16180,9600.0,HONOLULU,HI,96819,811121,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/15/2020,"American Savings Bank, FSB",HI-01,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
16181,9600.0,HONOLULU,HI,96817,452319,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,First Hawaiian Bank,HI-01,452319,All Other General Merchandise Stores 
16182,9600.0,PEARL CITY,HI,96782,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/08/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
16183,9600.0,HONOLULU,HI,96813,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB",HI-01,523930,Investment Advice 
16184,9600.0,HONOLULU,HI,96825,541922,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01,541922,Commercial Photography 
16185,9600.0,HONOLULU,HI,96816,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
16186,9600.0,Honolulu,HI,96813,531210,Independent Contractors,Asian,Female Owned,Non-Veteran,,1.0,05/01/2020,Hawaii National Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
16187,9600.0,Kihei,HI,96753,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,"American Savings Bank, FSB",HI-02,531210,Offices of Real Estate Agents and Brokers
16188,9600.0,HONOLULU,HI,96813,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,"American Savings Bank, FSB",HI-01,524210,Insurance Agencies and Brokerages 
16189,9600.0,HONOLULU,HI,96813,451211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/09/2020,Central Pacific Bank,HI-01,451211,Book Stores 
16190,9595.0,Kapaa,HI,96746,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,First Hawaiian Bank,HI-02,561720,Janitorial Services 
16191,9592.0,HONOLULU,HI,96825,454390,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1.0,06/29/2020,HawaiiUSA FCU,HI-01,454390,Other Direct Selling Establishments 
16192,9590.0,Honolulu,HI,96826,485999,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,WebBank,HI-01,485999,All Other Transit and Ground Passenger Transportation 
16193,9585.0,HAIKU,HI,96708,722320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii,HI-02,722320,Caterers
16194,9582.0,HONOLULU,HI,96826,446199,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01,446199,All Other Health and Personal Care Stores 
16195,9582.0,PEARL CITY,HI,96782,812112,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii,HI-01,812112,Beauty Salons 
16196,9580.0,KAILUA,HI,96734,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02,531210,Offices of Real Estate Agents and Brokers
16197,9577.0,Keaau,HI,96749,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/21/2020,First Hawaiian Bank,HI-02,531210,Offices of Real Estate Agents and Brokers
16198,9571.0,Koloa,HI,96756,541820,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,First Hawaiian Bank,HI-02,541820,Public Relations Agencies
16199,9555.0,KANEOHE,HI,96744,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/15/2020,Bank of Hawaii,HI-02,236115,New Single-Family Housing Construction (except For-Sale Builders) 
16200,9546.0,WAIALUA,HI,96791,339920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,First Hawaiian Bank,HI-02,339920,Sporting and Athletic Goods Manufacturing
16201,9538.0,HONOLULU,HI,96817,541211,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01,541211,Offices of Certified Public Accountants 
16202,9537.0,HONOLULU,HI,96814,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",HI-01,541921,"Photography Studios, Portrait "
16203,9537.0,Wailuku,HI,96793,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,WebBank,HI-02,453220,"Gift, Novelty, and Souvenir Stores "
16204,9535.0,HONOLULU,HI,96816,711510,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank,HI-01,711510,"Independent Artists, Writers, and Performers "
16205,9535.0,KANEOHE,HI,96744,711410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii,HI-02,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
16206,9535.0,HONOLULU,HI,96821,339112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,339112,Surgical and Medical Instrument Manufacturing 
16207,9535.0,KAHULUI,HI,96733,454390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,First Hawaiian Bank,HI-02,454390,Other Direct Selling Establishments 
16208,9530.0,HONOLULU,HI,96815,813219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01,813219,Other Grantmaking and Giving Services 
16209,9525.0,Honolulu,HI,96819,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,04/28/2020,First Hawaiian Bank,HI-01,722513,Limited-Service Restaurants 
16210,9523.73,HILO,HI,96720,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,05/01/2020,Celtic Bank Corporation,HI-02,722513,Limited-Service Restaurants 
16211,9522.0,KAILUA KONA,HI,96740,448140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,05/27/2020,WebBank,HI-02,448140,Family Clothing Stores 
16212,9517.0,PAIA,HI,96779,541921,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,07/29/2020,"Kabbage, Inc.",HI-02,541921,"Photography Studios, Portrait "
16213,9517.0,HONOLULU,HI,96816,541490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii,HI-01,541490,Other Specialized Design Services
16214,9516.87,Koloa,HI,96756,532120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,08/08/2020,Kaua'i Government Employees' FCU,HI-02,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing "
16215,9515.0,WAIKOLOA,HI,96738,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02,561790,Other Services to Buildings and Dwellings 
16216,9512.0,HANALEI,HI,96714,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank,HI-02,611620,Sports and Recreation Instruction 
16217,9511.25,HONOLULU,HI,96818,236118,Independent Contractors,Unanswered,Male Owned,Unanswered,,1.0,04/28/2020,HawaiiUSA FCU,HI-01,236118,Residential Remodelers 
16218,9510.0,PAIA,HI,96779,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii,HI-02,238350,Finish Carpentry Contractors
16219,9506.0,Pepeekeo,HI,96783,541213,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/09/2020,"Kabbage, Inc.",HI-02,541213,Tax Preparation Services 
16220,9500.0,AIEA,HI,96701,531311,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"American Savings Bank, FSB",HI-01,531311,Residential Property Managers 
16221,9500.0,Waikoloa,HI,96738,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Hawaii First FCU,HI-02,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
16222,9500.0,HONOLULU,HI,96816,611691,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,Central Pacific Bank,HI-01,611691,Exam Preparation and Tutoring 
16223,9500.0,Wailuku,HI,96793,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-02,236118,Residential Remodelers 
16224,9500.0,HONOLULU,HI,96822,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,"American Savings Bank, FSB",HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
16225,9500.0,Honolulu,HI,96826,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
16226,9500.0,PAPAIKOU,HI,96781,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,Central Pacific Bank,HI-02,811111,General Automotive Repair 
16227,9500.0,PRINCEVILLE,HI,96722,531311,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii,HI-02,531311,Residential Property Managers 
16228,9500.0,HONOLULU,HI,96826,541922,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/08/2020,"American Savings Bank, FSB",HI-01,541922,Commercial Photography 
16229,9500.0,Kaneohe,HI,96744,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/09/2020,Central Pacific Bank,HI-02,541940,Veterinary Services 
16230,9500.0,KAILUA,HI,96734,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/03/2020,"American Savings Bank, FSB",HI-02,561720,Janitorial Services 
16231,9500.0,Kapaa,HI,96746,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/28/2020,Central Pacific Bank,HI-02,561720,Janitorial Services 
16232,9500.0,Honolulu,HI,96814,541519,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01,541519,Other Computer Related Services
16233,9500.0,EWA BEACH,HI,96706,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,05/29/2020,First Hawaiian Bank,HI-01,621610,Home Health Care Services
16234,9500.0,KAPAA,HI,96746,238210,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank,HI-02,238210,Electrical Contractors and Other Wiring Installation Contractors
16235,9500.0,MAKAWAO,HI,96768,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Bank of Hawaii,HI-02,541921,"Photography Studios, Portrait "
16236,9500.0,KEAAU,HI,96749,237310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/13/2020,"American Savings Bank, FSB",HI-02,237310,"Highway, Street, and Bridge Construction "
16237,9500.0,Waikoloa,HI,96738,325620,Limited Liability Partnership,Unanswered,Female Owned,Unanswered,,2.0,04/27/2020,Greater Nevada CU,HI-02,325620,Toilet Preparation Manufacturing
16238,9500.0,HONOLULU,HI,96822,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/14/2020,Central Pacific Bank,HI-01,812990,All Other Personal Services 
16239,9500.0,Pearl City,HI,96782,446120,Corporation,Asian,Unanswered,Unanswered,,0.0,06/03/2020,Central Pacific Bank,HI-01,446120,"Cosmetics, Beauty Supplies, and Perfume Stores "
16240,9500.0,KAUNAKAKAI,HI,96748,531312,Partnership,Unanswered,Unanswered,Unanswered,,9.0,04/15/2020,Central Pacific Bank,HI-02,531312,Nonresidential Property Managers 
16241,9500.0,Honolulu,HI,96817,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/19/2020,First Hawaiian Bank,HI-01,812113,Nail Salons 
16242,9500.0,WAILUKU,HI,96793,541490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii,HI-02,541490,Other Specialized Design Services
