City,JobTitle,AVG(LoanAmount)
KEAUHOU,"OTHER MARINE FISHING",11900.0
WAIMANALO,"SNACK AND NONALCOHOLIC BEVERAGE BARS",11900.0
"KAILUA KONA","CAR WASHES",11896.25
KAPOLEI,"MARINE CARGO HANDLING",11882.0
HONOLULU,"FURNITURE MERCHANT WHOLESALERS",11876.5
KANEOHE,"ALL OTHER BUSINESS SUPPORT SERVICES",11865.0
"EWA BEACH","OTHER MANAGEMENT CONSULTING SERVICES",11850.0
KIHEI,"PUBLIC RELATIONS AGENCIES",11845.82
"CAPTAIN COOK","OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",11832.0
HAUULA,"GLASS AND GLAZING CONTRACTORS",11800.0
HONOLULU,"DIET AND WEIGHT REDUCING CENTERS",11800.0
KANEOHE,"FRUIT AND VEGETABLE MARKETS",11800.0
LAHAINA,"MUSIC PUBLISHERS",11800.0
MILILANI,"COURT REPORTING AND STENOTYPE SERVICES",11800.0
WAIPAHU,"GRAPHIC DESIGN SERVICES",11800.0
PUKALANI,"OFFICES OF OTHER HOLDING COMPANIES",11790.0
HONOLULU,"NAIL SALONS",11786.7152941176
HALEIWA,"MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS",11785.0
WAHIAWA,"CONVENIENCE STORES",11777.3333333333
HOLUALOA,"ART DEALERS",11777.0
HAKALAU,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",11775.0
KAPOLEI,"SOLAR ELECTRIC POWER GENERATION",11771.0
MILILANI,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",11763.92
HAIKU,"INTERIOR DESIGN SERVICES",11722.0
PAIA,"PASSENGER CAR RENTAL",11717.3333333333
KAILUA,"HUMAN RESOURCES CONSULTING SERVICES",11715.0
WAIALUA,"ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS",11709.0
KAHUKU,"TAXI SERVICE",11705.0
AIEA,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",11700.0
"EWA BEACH","SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",11700.0
HANAPEPE,"DRYWALL AND INSULATION CONTRACTORS",11700.0
KEAAU,"BED-AND-BREAKFAST INNS",11700.0
PEPEEKEO,"PHOTOGRAPHY STUDIOS, PORTRAIT",11700.0
WAIMANALO,"ALL OTHER TRAVELER ACCOMMODATION",11700.0
WAIPAHU,"TRAVEL AGENCIES",11700.0
KANEOHE,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",11698.5
KAHULUI,"OPTICAL GOODS STORES",11680.0
HILO,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",11674.0
ANAHOLA,"RESIDENTIAL PROPERTY MANAGERS",11665.0
HANA,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",11635.14
KAILUA,"TRAVEL AGENCIES",11635.0
MILILANI,"RESIDENTIAL REMODELERS",11631.7142857143
KAPAA,"MOBILE FOOD SERVICES",11629.0
HAIKUA,"OTHER ACCOUNTING SERVICES",11606.0
KOLOA,"WOMEN'S CLOTHING STORES",11600.0
WAIMEA,"RELIGIOUS ORGANIZATIONS",11600.0
HALEIWA,"TOUR OPERATORS",11592.0
KEAAU,"ALL OTHER TRAVELER ACCOMMODATION",11588.9
WAIMEA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",11581.0
KANEOHE,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",11570.0
KOLOA,"COMMERCIAL PHOTOGRAPHY",11566.4333333333
KULA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",11564.5
KIHEI,"JEWELRY STORES",11557.1666666667
WAHIAWA,"MARKETING CONSULTING SERVICES",11557.0
KAHULUI,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",11521.25
WAILUKU,"GIFT, NOVELTY, AND SOUVENIR STORES",11518.5
WAIANAE,"SPORTS AND RECREATION INSTRUCTION",11511.0
PAIA,"OFFICES OF CHIROPRACTORS",11510.01
KANEOHE,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",11503.2
WAILUKU,"RESIDENTIAL REMODELERS",11502.375
KAHULUI,"BAKED GOODS STORES",11500.0
KAHULUI,"CAR WASHES",11500.0
KEAAU,"OFFICES OF LAWYERS",11500.0
WAIPAHU,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",11500.0
KAPOLEI,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",11497.075
MAKAWAO,"CONVENTION AND TRADE SHOW ORGANIZERS",11492.5
"KAILUA KONA","OTHER BUILDING EQUIPMENT CONTRACTORS",11487.5
"KAPA'A","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",11475.0
KAUNAKAKAI,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",11457.0
AIEA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",11452.0
WAILUKU,"ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION",11450.0
HONAUNAU,"SITE PREPARATION CONTRACTORS",11442.0
KIHEI,"PROFESSIONAL ORGANIZATIONS",11420.0
"PEARL CITY","OTHER RESIDENTIAL CARE FACILITIES",11415.0
HILO,"ALL OTHER TRAVELER ACCOMMODATION",11414.5
KAPOLEI,"HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE",11414.0
"PEARL HARBOR","GIFT, NOVELTY, AND SOUVENIR STORES",11400.0
WAILUKU,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",11400.0
WAIMANALO,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",11400.0
PAIA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",11387.3333333333
"PEARL CITY",CATERERS,11366.84
LIHUE,"FINE ARTS SCHOOLS",11366.25
KAHUKU,"SNACK AND NONALCOHOLIC BEVERAGE BARS",11362.0
WAILUKU,"WATER SUPPLY AND IRRIGATION SYSTEMS",11350.0
AIEA,"COMPUTER SYSTEMS DESIGN SERVICES",11346.0
LAHAINA,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",11345.0
LAWAI,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",11345.0
KIHEI,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",11332.5
HONOLULU,"NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING",11329.6666666667
HAUULA,"GRAPHIC DESIGN SERVICES",11328.0
"KAILUA KONA","PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",11324.0
KALAHEO,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",11312.925
PHOA,"FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING",11312.5
HONOLULU,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",11303.2619047619
HANAPEPE,"OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION",11300.0
KAILUA,"COFFEE AND TEA MANUFACTURING",11300.0
HALEIWA,"OFFICES OF OPTOMETRISTS",11287.5
"MOUNTAIN VIEW","OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",11285.0
WAIANAE,"LANDSCAPE ARCHITECTURAL SERVICES",11265.0
KEAAU,"ENVIRONMENTAL CONSULTING SERVICES",11255.0
"EWA BEACH","ALL OTHER SPECIALTY FOOD STORES",11250.0
HONOLULULU,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",11250.0
KIHEI,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",11250.0
KAILUA,"MEN'S CLOTHING STORES",11235.0
HAKALAU,"OFFICES OF LAWYERS",11230.0
KAPAA,"VETERINARY SERVICES",11218.125
KIHEI,"INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS",11200.0
LAIE,"FINISH CARPENTRY CONTRACTORS",11200.0
MAKAWAO,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",11200.0
MILILANI,"FINISH CARPENTRY CONTRACTORS",11200.0
"KAILUA KONA","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",11192.9272727273
HAIKU,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",11188.0
WAIALUA,"RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES",11180.0
"KAILUA KONA","ALL OTHER SPECIALTY FOOD STORES",11177.5
KAHULUI,"COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",11143.75
KAILUA,"FURNITURE STORES",11133.3333333333
WAILUKU,"BEAUTY SALONS",11121.5536842105
MAKAWAO,"BED-AND-BREAKFAST INNS",11107.345
AIEA,"CAR WASHES",11101.01
"CAPTAIN COOK","FRUIT AND VEGETABLE MARKETS",11100.0
HOLUALOA,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",11100.0
KEALAKEKUA,LOGGING,11100.0
KOLOA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",11100.0
KAILUA-KONA,"GENERAL FREIGHT TRUCKING, LOCAL",11099.5
KULA,"OTHER ACCOUNTING SERVICES",11091.0275
WAIPAHU,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",11069.6666666667
PUUNENE,"GENERAL AUTOMOTIVE REPAIR",11055.0
WAIALUA,"GRAPHIC DESIGN SERVICES",11047.0
KAHULUI,"APPLIANCE REPAIR AND MAINTENANCE",11045.0
KAILUA-KONA,"OFFICES OF LAWYERS",11038.0
HANALEI,"ALL OTHER TRAVELER ACCOMMODATION",11028.3333333333
WAHIAWA,"EDUCATIONAL SUPPORT SERVICES",11027.5
KIHEI,"OTHER ACCOUNTING SERVICES",11026.0
HILO,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",11020.0
HAIKU,"MEN'S CLOTHING STORES",11000.0
HALEIWA,"MUSICAL INSTRUMENT MANUFACTURING",11000.0
HICKAM,"FULL-SERVICE RESTAURANTS",11000.0
KAILUA,"VETERINARY SERVICES",11000.0
MILILANI,"OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL",11000.0
WAIANAE,"SPECIAL NEEDS TRANSPORTATION",11000.0
KAILUA-KONA,,10997.93
HONOLULU,"STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS",10996.0
WAILUKU,"DANCE COMPANIES",10984.5
KEALAKEKUA,"BED-AND-BREAKFAST INNS",10972.5
WAILUKU,"FRUIT AND VEGETABLE CANNING",10970.0
"KAILUA KONA","NONRESIDENTIAL PROPERTY MANAGERS",10951.3333333333
PAIA,"MARKETING CONSULTING SERVICES",10925.0
WAILUKU,"MEAT MARKETS",10915.0
WAIANAE,,10906.144
WAILUKU,"WOMEN'S CLOTHING STORES",10901.9266666667
"EWA BEACH","NATIONAL SECURITY",10900.0
KEAAU,"EDUCATIONAL SUPPORT SERVICES",10900.0
WAIALUA,"NURSERY AND TREE PRODUCTION",10900.0
WAIANAE,"MOTOR VEHICLE TOWING",10900.0
KANEHOHE,"FULL-SERVICE RESTAURANTS",10897.5
KANEOHE,"FITNESS AND RECREATIONAL SPORTS CENTERS",10887.5
KOLOA,"PASSENGER CAR RENTAL",10883.75
KIHEI,"CARPET AND UPHOLSTERY CLEANING SERVICES",10881.0
KIHEI,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",10878.3333333333
LAHAINA,"SPORTS AND RECREATION INSTRUCTION",10868.75
LAWAI,"INSURANCE AGENCIES AND BROKERAGES",10868.0
KAPAA,"COMMERCIAL SCREEN PRINTING",10850.0
KAPAAU,"PAINTING AND WALL COVERING CONTRACTORS",10850.0
WAIPAHU,"ALL OTHER MISCELLANEOUS MANUFACTURING",10830.0
HILO,"RELAY AND INDUSTRIAL CONTROL MANUFACTURING",10812.0
NAALEHU,"OTHER NONCITRUS FRUIT FARMING",10805.0
HANALEI,"ARCHITECTURAL SERVICES",10800.0
HONOLULU,"OTHER GENERAL GOVERNMENT SUPPORT",10800.0
PUUNENE,"RESIDENTIAL REMODELERS",10800.0
KIHEI,"OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION",10797.0
AIEA,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",10786.46
"KAILUA KONA","BEAUTY SALONS",10781.3536363636
KIHEI,LOCKSMITHS,10770.0
WAIANAE,"EDUCATIONAL SUPPORT SERVICES",10712.0
HAIKU,"RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",10700.0
HALEIWA,"FITNESS AND RECREATIONAL SPORTS CENTERS",10700.0
WAILUKU,"ELECTRONICS STORES",10700.0
"EWA BEACH","RESIDENTIAL REMODELERS",10675.0
KAPAA,"OTHER ACCOUNTING SERVICES",10650.6
WAHIAWA,"TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS",10650.0
AIEA,"FREIGHT TRANSPORTATION ARRANGEMENT",10625.0
KIHEI,"MEDIA REPRESENTATIVES",10610.0
AIEA,"PAINTING AND WALL COVERING CONTRACTORS",10600.0
HAIKU,"RELIGIOUS ORGANIZATIONS",10600.0
HONOLULUONOLULU,"OFFICES OF PODIATRISTS",10600.0
KOLOA,"EDUCATIONAL SUPPORT SERVICES",10600.0
KULA,"USED CAR DEALERS",10600.0
MAKAWAO,"TAX PREPARATION SERVICES",10600.0
KAAAWA,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",10582.0
PUKALANI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",10571.0
MAKAWAO,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",10550.0
LAWAI,,10549.0
"KAILUA KONA","CONVENIENCE STORES",10517.5
HALEIWA,"OTHER INDIVIDUAL AND FAMILY SERVICES",10514.0
HALEIWA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",10500.0
HALEIWA,"LESSORS OF NONFINANCIAL INTANGIBLE ASSETS (EXCEPT COPYRIGHTED WORKS)",10500.0
HONLULU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",10500.0
KAHUKU,"PET CARE (EXCEPT VETERINARY) SERVICES",10500.0
HILO,"CHILD DAY CARE SERVICES",10495.0
HANAPEPE,"BEAUTY SALONS",10494.37
KAPAA,"GIFT, NOVELTY, AND SOUVENIR STORES",10490.5471428571
WAHIAWA,"NAIL SALONS",10485.0
LAHAINA,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",10475.0
HAIKU,"ALL OTHER SPECIALTY TRADE CONTRACTORS",10471.5
WAILUKU,"TRAVEL AGENCIES",10465.75
AIEA,"OFFICE ADMINISTRATIVE SERVICES",10458.75
"EWA BEACH","BEAUTY SALONS",10455.1616666667
KANEOHE,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",10445.0
HANALEI,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",10435.0
KAILUA,"HOME CENTERS",10422.0
HAIKU,"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",10420.0
KILAUEA,"CUSTOM COMPUTER PROGRAMMING SERVICES",10417.0
KILAUEA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",10417.0
KIHEI,"NEW CAR DEALERS",10416.67
"EWA BEACH","OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",10416.0
"CAPTAIN COOK","BEAUTY SALONS",10402.5
HAIKU,"SPORTS TEAMS AND CLUBS",10400.0
KAILUA,"RESIDENTIAL INTELLECTUAL AND DEVELOPMENTAL DISABILITY FACILITIES",10400.0
KOLOA,"OTHER COMPUTER RELATED SERVICES",10400.0
KULA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",10400.0
MAKAWAO,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",10400.0
PRINCEVILLE,"SPORTS AND RECREATION INSTRUCTION",10400.0
KIHEI,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",10384.7581818182
HILO,"OFFICES OF REAL ESTATE APPRAISERS",10367.875
KAMUELA,MUSEUMS,10365.0
KAHULUI,"ALL OTHER PERSONAL SERVICES",10362.4833333333
HALEIWA,"MOTION PICTURE AND VIDEO PRODUCTION",10360.0
PAHOA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",10328.0
LIHUE,"OTHER MANAGEMENT CONSULTING SERVICES",10324.0
KAPOLEI,"EXAM PREPARATION AND TUTORING",10322.0
HONOLULULU,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",10320.0
WAILUKU,"DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS",10317.5
WAILUKU,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",10302.975
PAHOA,"ALL OTHER PERSONAL SERVICES",10301.0
KAHULUI,"SPORTING GOODS STORES",10300.0
KAILUA-KONA,"MARKETING CONSULTING SERVICES",10300.0
KAMUELA,"ALL OTHER BUSINESS SUPPORT SERVICES",10300.0
KIHEI,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",10300.0
HONOKAA,"FINE ARTS SCHOOLS",10299.0
KANEOHE,"MOTION PICTURE AND VIDEO PRODUCTION",10297.0
WAIANAE,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",10272.5
"PEARL CITY","BEAUTY SALONS",10259.9457142857
MAKAWAO,"OTHER SERVICES RELATED TO ADVERTISING",10259.0
HANA,"GRANTMAKING FOUNDATIONS",10245.0
KURTISTOWN,"NURSERY AND TREE PRODUCTION",10245.0
HALEIWA,"TILE AND TERRAZZO CONTRACTORS",10240.0
KAPAA,"OTHER INDIVIDUAL AND FAMILY SERVICES",10231.5733333333
MAKAWAO,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",10212.0
KILAUEA,"PAINTING AND WALL COVERING CONTRACTORS",10210.0
WAILUKU,"ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS",10209.0
KAILUAKONA,"RESIDENTIAL REMODELERS",10208.0
KILAUEA,"OTHER COMMUNITY HOUSING SERVICES",10207.5
KAILUA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",10200.0
LAHAINA,"INTERIOR DESIGN SERVICES",10200.0
"LANAI CITY","PASSENGER CAR RENTAL",10200.0
WAIANAE,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",10200.0
WAIMEA,"OTHER DIRECT SELLING ESTABLISHMENTS",10188.55
KAILUA-KONA,"OTHER INDIVIDUAL AND FAMILY SERVICES",10157.5
AIEA,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",10157.0
KOLOA,"JANITORIAL SERVICES",10154.834
PAHOA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",10152.0
HONOLULU,"SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",10150.0
WAIKOLOA,"PHOTOGRAPHY STUDIOS, PORTRAIT",10148.6666666667
KILAUEA,"ALL OTHER MISCELLANEOUS CROP FARMING",10137.5
WAIPAHU,"ALL OTHER LEGAL SERVICES",10133.3333333333
HALEIWA,"BUSINESS ASSOCIATIONS",10100.0
KAILUA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",10100.0
KEALAKEKUA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",10100.0
WAILUKU,"OFFICES OF CHIROPRACTORS",10100.0
WAIMANALO,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",10100.0
WAHIAWA,"BARBER SHOPS",10090.25
LAHAINA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",10068.2666666667
HALEIWA,"RESIDENTIAL PROPERTY MANAGERS",10061.75
"KAILUA KONA","CUSTOM COMPUTER PROGRAMMING SERVICES",10050.0
KEAUHOU,"MOBILE FOOD SERVICES",10050.0
LAHAINA,"MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES",10050.0
KAPAA,"ALL OTHER HOME FURNISHINGS STORES",10040.0
"EWA BEACH","SPORTING GOODS STORES",10000.0
HAWI,"RESIDENTIAL PROPERTY MANAGERS",10000.0
HILO,"FRUIT AND TREE NUT COMBINATION FARMING",10000.0
HILO,"OTHER FOOD CROPS GROWN UNDER COVER",10000.0
HONOLULU,"COMMODITY CONTRACTS BROKERAGE",10000.0
HONOLULUHONOLULU,"SNACK AND NONALCOHOLIC BEVERAGE BARS",10000.0
KAILUA,"INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",10000.0
"KAILUA KONAUA KONA","FITNESS AND RECREATIONAL SPORTS CENTERS",10000.0
KAILUA-KONA,"BED-AND-BREAKFAST INNS",10000.0
KAILUA-KONA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",10000.0
KAMUELA,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",10000.0
KAPAA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",10000.0
KAUNAKAKAI,"MOTION PICTURE AND VIDEO PRODUCTION",10000.0
KIHEI,"CONSUMER ELECTRONICS AND APPLIANCES RENTAL",10000.0
KOLOA,"PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS)",10000.0
KULA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",10000.0
LAIE,"SNACK AND NONALCOHOLIC BEVERAGE BARS",10000.0
"LANAI CITY","HOME HEALTH CARE SERVICES",10000.0
LIHUE,"ENVIRONMENTAL CONSULTING SERVICES",10000.0
MILILANI,"HOME CENTERS",10000.0
MILILANI,"INTERIOR DESIGN SERVICES",10000.0
MILILANI,"MOBILE FOOD SERVICES",10000.0
PRINCEVILLE,"ALL OTHER MISCELLANEOUS CROP FARMING",10000.0
WAIANAE,"TELEPHONE ANSWERING SERVICES",10000.0
WAIKOLOA,"EDUCATIONAL SUPPORT SERVICES",10000.0
WAIMANALO,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",10000.0
WAIPAHU,"COMMERCIAL BAKERIES",10000.0
MAKAWAO,"CUSTOM COMPUTER PROGRAMMING SERVICES",9985.0
HILO,"PET AND PET SUPPLIES STORES",9982.5
KIHEI,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",9980.4
"CAPTAIN COOK","FINFISH FISHING",9972.915
HAIKU,"SPORTING AND ATHLETIC GOODS MANUFACTURING",9970.66666666667
AIEA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",9945.45666666667
LAHAINA,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",9942.5
KIHEI,"PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS",9932.0
KAMUELA,"RECORD PRODUCTION AND DISTRIBUTION",9917.5
HAIKU,"WOMEN'S HANDBAG AND PURSE MANUFACTURING",9900.0
KAHUKU,"BED-AND-BREAKFAST INNS",9900.0
KALAHEO,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",9900.0
KANEOHE,"REUPHOLSTERY AND FURNITURE REPAIR",9900.0
LAHAINA,"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",9900.0
KANEOHE,"OTHER DIRECT SELLING ESTABLISHMENTS",9888.33333333333
HALEIWA,"JEWELRY AND SILVERWARE MANUFACTURING",9872.5
MILILANI,"MOTION PICTURE AND VIDEO PRODUCTION",9867.0
"PEARL CITY","OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",9852.0
KEAAU,"SNACK AND NONALCOHOLIC BEVERAGE BARS",9850.0
MILILANI,"MUSICAL GROUPS AND ARTISTS",9850.0
PAIA,"MOTION PICTURE AND VIDEO PRODUCTION",9843.0
KULA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",9841.25
LIHUE,"COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",9841.0
KAILUA,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",9835.0
HAIKU,"FITNESS AND RECREATIONAL SPORTS CENTERS",9827.5
MILILANI,"ENGINEERING SERVICES",9825.0
KAMUELA,"ALL OTHER PERSONAL SERVICES",9816.66666666667
KAILUA,"COMPUTER TRAINING",9800.0
KAILUA,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",9800.0
"KAILUA KONAONA","JANITORIAL SERVICES",9800.0
WAIANAE,"PASSENGER CAR RENTAL",9800.0
WAIKOLOA,"INTERIOR DESIGN SERVICES",9800.0
KAILUA,"TAX PREPARATION SERVICES",9798.0
AIEA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",9789.0
KAILUA,"OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING",9787.0
HONOLULU,"COOKIE AND CRACKER MANUFACTURING",9785.5
KAPAA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",9785.0
KAPAA,"OFFICES OF OTHER HOLDING COMPANIES",9784.0
MILILANI,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",9783.0
LAHAINA,"BARBER SHOPS",9774.22
HILO,"BED-AND-BREAKFAST INNS",9763.5
"PEARL CITY","GLASS AND GLAZING CONTRACTORS",9745.0
KANEOHE,"BUILDING INSPECTION SERVICES",9722.0
LIHUE,"OTHER ACCOUNTING SERVICES",9717.8625
"KAILUA KONA","PHOTOGRAPHY STUDIOS, PORTRAIT",9707.5
KEALAKEKUA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",9704.375
"EWA BEACH","COMPUTER FACILITIES MANAGEMENT SERVICES",9700.0
VOLCANO,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",9700.0
LAHAINA,"ALL OTHER CONSUMER GOODS RENTAL",9698.0
HILO,"OTHER PERFORMING ARTS COMPANIES",9675.0
HONOLULU,"OTHER AQUACULTURE",9675.0
ANAHOLA,"ALL OTHER PERSONAL SERVICES",9672.0
LAHAINA,"CARPET AND UPHOLSTERY CLEANING SERVICES",9664.25
HONAUNAU,"BED-AND-BREAKFAST INNS",9660.0
KAAAWA,"LESSORS OF OTHER REAL ESTATE PROPERTY",9660.0
"EWA BEACH","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",9650.69
KEAAU,"OTHER ACTIVITIES RELATED TO REAL ESTATE",9648.03
WAILUKU,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",9633.5
HONOLULU,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",9615.58511111111
KAILUA-KONA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",9610.0
"PEARL CITY","ARCHITECTURAL SERVICES",9610.0
AIEA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",9600.0
